Cuenta,Subcuenta,Objeto,Ordinal,"APORTE 
NACIONAL",RECURSOS PROPIOS,TOTAL,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Unidad,Código de unidad,Cuenta_n,Subcuenta_n,Objeto_n,Ordinal_n
Consolidación productiva del sector de energía eléctrica,Intersubsectorial minas y energía,Mejoramiento del servicio de energia electrica en las zonas rurales del territorio  nacional,,135280000000.0,,135280000000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2102.0,1900.0,11.0,
Consolidación productiva del sector hidrocarburos,Intersubsectorial minas y energía,Aprovechamiento de hidrocarburos en territorios social y ambientalmente sostenibles a nivel  nacional,,18648400000.0,,18648400000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2103.0,1900.0,5.0,
Consolidación productiva del sector hidrocarburos,Intersubsectorial minas y energía,Fortalecimiento de la ciencia y tecnología para el sector hidrocarburos a nivel   nacional,,58435000000.0,,58435000000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2103.0,1900.0,6.0,
Consolidación productiva del sector minero,Intersubsectorial minas y energía,Fortalecimiento de los mecanismos de promoción del sector minero  nacional,,3994083333.0,,3994083333.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2104.0,1900.0,8.0,
Consolidación productiva del sector minero,Intersubsectorial minas y energía,Mejoramiento  de las condiciones de trabajo de los mineros de subsistencia en el territorio nacional  nacional - [previo concepto dnp],,17662357500.0,,17662357500.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2104.0,1900.0,9.0,
Consolidación productiva del sector minero,Intersubsectorial minas y energía,Fortalecimiento gestión preventiva en el sector minero.  nacional,,2919679168.0,,2919679168.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2104.0,1900.0,10.0,
Consolidación productiva del sector minero,Intersubsectorial minas y energía,Generación de conciencia a la comunidad sobre los beneficios de la minería a nivel  nacional,,8072253700.0,,8072253700.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2104.0,1900.0,11.0,
Consolidación productiva del sector minero,Intersubsectorial minas y energía,Fortalecimiento del sector minero de pequeña escala.  nacional,,20244225182.0,,20244225182.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2104.0,1900.0,12.0,
Consolidación productiva del sector minero,Intersubsectorial minas y energía,Generación de condiciones favorables de acceso al sistema financiero para la pequeña minería a nivel  nacional,,789000000.0,,789000000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2104.0,1900.0,13.0,
Consolidación productiva del sector minero,Intersubsectorial minas y energía,Generación de alternativas para la reconversión socio-laboral de los pequeños mineros  nacional - [previo concepto dnp],,9228640000.0,,9228640000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2104.0,1900.0,14.0,
Consolidación productiva del sector minero,Intersubsectorial minas y energía,Implementación de acciones para aumentar la eficiencia en los procesos productivos de la minería de pequeña escala en el territorio.  nacional - [previo concepto dnp],,8299117500.0,,8299117500.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2104.0,1900.0,15.0,
Desarrollo ambiental sostenible del sector minero energético,Intersubsectorial minas y energía,Implementación de acciones para la adopción de prácticas de producción mas limpia en la población minera del país  nacional,,8000000000.0,,8000000000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2105.0,1900.0,6.0,
Desarrollo ambiental sostenible del sector minero energético,Intersubsectorial minas y energía,Fortalecimiento en la gestión de conocimiento y uso compartido de información en temáticas sociales y ambientales para el sector minero energético y actores interesados en el ámbito  nacional,,2630000000.0,,2630000000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2105.0,1900.0,7.0,
Desarrollo ambiental sostenible del sector minero energético,Intersubsectorial minas y energía,Apoyo a las acciones de control de la explotación ilícita de minerales en el territorio   nacional,,10000000000.0,,10000000000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2105.0,1900.0,8.0,
Desarrollo ambiental sostenible del sector minero energético,Intersubsectorial minas y energía,Fortalecimiento para la reducción de emisiones de gases de efecto invernadero (gei) que afectan las actividades del sector minero energetico en el ámbito  nacional,,6089434400.0,,6089434400.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2105.0,1900.0,9.0,
Desarrollo ambiental sostenible del sector minero energético,Intersubsectorial minas y energía,Fortalecimiento para la reducción de la conflictividad socio ambiental frente a las actividades desarrolladas por  el sector minero energético en el territorio   nacional,,8350000000.0,,8350000000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2105.0,1900.0,10.0,
Gestión de la información en el sector minero energético,Intersubsectorial minas y energía,Fortalecimiento de la investigación y caracterización de materiales geológicos en territorio  nacional,,1567950000.0,,1567950000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2106.0,1900.0,6.0,
Gestión de la información en el sector minero energético,Intersubsectorial minas y energía,Ampliación del conocimiento del potencial mineral en el territorio  nacional,,1445000000.0,,1445000000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2106.0,1900.0,7.0,
Gestión de la información en el sector minero energético,Intersubsectorial minas y energía,Ampliación del conocimiento geocientífico básico del territorio  nacional,,9726000000.0,,9726000000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2106.0,1900.0,8.0,
Gestión de la información en el sector minero energético,Intersubsectorial minas y energía,Investigación monitoreo y evaluación de amenazas geológicas del territorio  nacional,,315000000.0,,315000000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2106.0,1900.0,9.0,
Gestión de la información en el sector minero energético,Intersubsectorial minas y energía,Investigación y desarrollo geocientífico de hidrocarburos en el territorio  nacional,,4727724400.0,,4727724400.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2106.0,1900.0,10.0,
Gestión de la información en el sector minero energético,Intersubsectorial minas y energía,"Contribución al desarrollo de la gestión y seguridad radiológica, nuclear e isotópica de los laboratorios e instalaciones del servicio geológico colombiano.  bogotá",,1950000000.0,,1950000000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2106.0,1900.0,11.0,
Gestión de la información en el sector minero energético,Intersubsectorial minas y energía,"Fortalecimiento de la participación, transparencia y colaboración de los ciudadanos y partes interesadas en la gestión del sector minero energético   nacional",,1186200000.0,,1186200000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2106.0,1900.0,12.0,
Gestión de la información en el sector minero energético,Intersubsectorial minas y energía,Fortalecimiento de la gestión sectorial hacia la integración de las actividades del sector minero energético en la planificación ambiental y territorial para el sector minero energético en el territorio  nacional,,3320000000.0,,3320000000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2106.0,1900.0,13.0,
Gestión de la información en el sector minero energético,Intersubsectorial minas y energía,Implementación de acciones para la mitigación del riesgo de áreas afectadas por el sector minero energético en el territorio  nacional,,3000000000.0,,3000000000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2106.0,1900.0,14.0,
Gestión de la información en el sector minero energético,Intersubsectorial minas y energía,Estudios sobre política y regulación energetíca  nacional,,1166990000.0,,1166990000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2106.0,1900.0,15.0,
Gestión de la información en el sector minero energético,Intersubsectorial minas y energía,Implantación modelo gestion de documentos electronicos de archivo en el ministerio de minas y energia  bogotá,,590000000.0,,590000000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2106.0,1900.0,16.0,
Fortalecimiento de la gestión y dirección del sector minas y energía,Intersubsectorial minas y energía,Mejoramiento del modelo integrado de planeación y gestión en el ministerio de minas y energía  bogotá,,450200000.0,,450200000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2199.0,1900.0,15.0,
Fortalecimiento de la gestión y dirección del sector minas y energía,Intersubsectorial minas y energía,Fortalecimiento de la infraestructura de respaldo de sistemas de información de misión crítica del ministerio de minas y energía y la comisión de regulación de energía y gas  nacional,,2754480000.0,,2754480000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2199.0,1900.0,16.0,
Fortalecimiento de la gestión y dirección del sector minas y energía,Intersubsectorial minas y energía,Actualización de dominios de tecnología del ministerio de minas y energía a nivel  nacional,,5060222448.0,,5060222448.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2199.0,1900.0,17.0,
Fortalecimiento de la gestión y dirección del sector minas y energía,Intersubsectorial minas y energía,Fortalecimiento de los instrumentos de gestión documental  nacional,,1730107637.0,,1730107637.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2199.0,1900.0,18.0,
Fortalecimiento de la gestión y dirección del sector minas y energía,Intersubsectorial minas y energía,Fortalecimiento del sector minero energético a nivel  nacional,,29200419000.0,,29200419000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2199.0,1900.0,19.0,
Fortalecimiento de la gestión y dirección del sector minas y energía,Intersubsectorial minas y energía,Adecuación de la infraestructura física en las sedes del ministerio de minas y energía en  bogotá,,3914955896.0,,3914955896.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2199.0,1900.0,20.0,
Fortalecimiento de la gestión y dirección del sector minas y energía,Intersubsectorial minas y energía,Fortalecimiento de la cultura organizacional del ministerio de minas y energía en  bogotá,,707000000.0,,707000000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2199.0,1900.0,21.0,
Fortalecimiento de la gestión y dirección del sector minas y energía,Intersubsectorial minas y energía,Implementación del litigio de alto impacto en el ministerio de minas y energía...  nacional,,1692000000.0,,1692000000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2199.0,1900.0,22.0,
Gestión de la información en el sector minero energético,Intersubsectorial minas y energía,Asesoria para la planeación integral del sector minero energético a nivel   nacional,,442000000.0,,442000000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2106.0,1900.0,4.0,
Gestión de la información en el sector minero energético,Intersubsectorial minas y energía,Asesoria para la investigación y proyección integrada de demanda minero energética.  nacional,,9663000000.0,,9663000000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2106.0,1900.0,5.0,
Fortalecimiento de la gestión y dirección del sector minas y energía,Intersubsectorial minas y energía,Fortalecimiento de la infraestructura física de la agencia nacional de minería a nivel  nacional,,370000000.0,,370000000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2199.0,1900.0,3.0,
Fortalecimiento de la gestión y dirección del sector minas y energía,Intersubsectorial minas y energía,Optimización de los sistemas: planeación y gestión (mipg) y el sistema integrado de gestión (sig) de la agencia nacional de minería bogotá,,4850000000.0,,4850000000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2199.0,1900.0,4.0,
Gastos de personal,Planta de personal permanente,Salario,,17586000000.0,,17586000000.0,2103,Funcionamiento,Servicio geológico colombiano,21,Minas y energía,,,1.0,1.0,1.0,
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,6916000000.0,,6916000000.0,2103,Funcionamiento,Servicio geológico colombiano,21,Minas y energía,,,1.0,1.0,2.0,
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,2276000000.0,,2276000000.0,2103,Funcionamiento,Servicio geológico colombiano,21,Minas y energía,,,1.0,1.0,3.0,
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,109000000.0,,109000000.0,2103,Funcionamiento,Servicio geológico colombiano,21,Minas y energía,,,2.0,1.0,,
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,11779064000.0,,11779064000.0,2103,Funcionamiento,Servicio geológico colombiano,21,Minas y energía,,,2.0,2.0,,
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),111000000.0,,111000000.0,2103,Funcionamiento,Servicio geológico colombiano,21,Minas y energía,,,3.0,4.0,2.0,12.0
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,55000000.0,,55000000.0,2103,Funcionamiento,Servicio geológico colombiano,21,Minas y energía,,,3.0,10.0,1.0,1.0
Gastos de comercialización y producción,Gastos de comercialización y producción,Materiales y suministros,"Otros bienes transportables (excepto productos metálicos, maquinaria y equipo)",761000000.0,54097000.0,815097000.0,2103,Funcionamiento,Servicio geológico colombiano,21,Minas y energía,,,5.0,1.0,1.0,3.0
